@relation phoneme-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute class {p,m}

@data
0.335089,0.338367,0.472997,0.703162,0.651838,p
0.324634,0.317432,0.520092,0.775757,0.320799,p
0.72469,0.48437,0.459421,0.394565,0.395441,p
0.56836,0.334188,0.344762,0.377464,0.339141,p
0.396088,0.546634,0.607879,0.581874,0.605765,p
0.344219,0.388917,0.735422,0.242979,0.320799,p
0.24953,0.431554,0.585135,0.241404,0.252421,p
0.576085,0.332697,0.815849,0.227045,0.265589,p
0.33586,0.416961,0.932277,0.194566,0.320799,p
0.48515,0.356547,0.803914,0.201925,0.398404,p
0.80186,0.295754,0.648792,0.298389,0.288791,p
0.432664,0.366176,0.809298,0.179136,0.421956,p
0.89633,0.423466,0.429534,0.425936,0.352245,p
0.36937,0.65562,0.244846,0.307091,0.28758,p
0.536143,0.725443,0.509733,0.309644,0.288087,p
0.511608,0.538242,0.300303,0.266971,0.693955,p
0.382321,0.552105,0.519113,0.423989,0.388623,p
0.330101,0.337416,0.804543,0.221291,0.403097,p
0.321559,0.364422,0.745669,0.582153,0.320799,p
0.34078,0.350154,0.701924,0.693832,0.209139,p
0.332264,0.616178,0.531704,0.477064,0.26088,p
0.329975,0.414428,0.812772,0.211178,0.320799,p
0.308317,0.287687,0.451547,0.709035,0.320799,p
0.576061,0.332636,0.815664,0.227024,0.265656,p
0.62143,0.33254,0.341484,0.391574,0.272681,p
0.666479,0.152382,0.417554,0.418702,0.289848,p
0.411278,0.483891,0.534201,0.293264,0.363007,p
0.810102,0.177148,0.395686,0.387298,0.344084,p
0.574513,0.612316,0.580816,0.493663,0.277727,p
0.809344,0.309451,0.390102,0.384066,0.348661,p
0.355303,0.368264,0.846653,0.716839,0.190105,p
0.357466,0.680558,0.269436,0.417666,0.320799,p
0.33622,0.437108,0.989863,0.194046,0.219864,p
0.581731,0.454647,0.466817,0.4481,0.26929,p
0.337879,0.675022,0.284299,0.412767,0.362817,p
0.347215,0.409284,0.730028,0.23619,0.244573,p
0.83414,0.185751,0.395562,0.385967,0.292348,p
0.483845,0.722672,0.274633,0.313658,0.390162,p
0.308634,0.334224,0.48576,0.550445,0.320799,p
0.500726,0.418216,0.321417,0.34003,0.306966,p
0.493411,0.660507,0.26837,0.441948,0.409552,p
0.38072,0.576348,0.601929,0.281047,0.320799,p
0.334252,0.322148,0.495309,0.874306,0.106277,p
0.486627,0.336306,0.428049,0.412363,0.276954,p
0.397576,0.728594,0.275933,0.414799,0.267484,p
0.318179,0.32057,0.528248,0.440472,0.27483,p
0.320068,0.281956,0.440383,0.601958,0.686568,p
0.37864,0.807523,0.241951,0.303869,0.320799,p
0.447372,0.478964,0.294423,0.333079,0.320799,p
0.306249,0.294444,0.447258,0.715842,0.107683,p
0.518904,0.427366,0.314596,0.382769,0.304638,p
0.344845,0.457145,0.70997,0.209231,0.245464,p
0.742446,0.348455,0.395532,0.382317,0.307508,p
0.559276,0.439166,0.319515,0.387784,0.338523,p
0.922797,0.182637,0.39414,0.340081,0.297927,p
0.453386,0.635733,0.265403,0.312896,0.320799,p
0.768642,0.341986,0.39419,0.38279,0.305909,p
0.354678,0.338062,0.703821,0.569306,0.551991,p
0.446066,0.628451,0.268312,0.323844,0.376746,p
0.332704,0.460151,0.658079,0.249315,0.25613,p
0.499941,0.713103,0.550804,0.429737,0.285664,p
0.335759,0.482035,0.665106,0.254592,0.262587,p
0.373037,0.707105,0.227904,0.498781,0.572217,p
0.341266,0.53047,0.494967,0.419223,0.292005,p
0.366906,0.814569,0.247595,0.30432,0.283096,p
0.527614,0.572939,0.295115,0.329522,0.301999,p
0.352311,0.394821,0.840084,0.600126,0.425487,p
0.589023,0.534017,0.439358,0.442804,0.532239,p
0.372169,0.335254,0.623,0.761063,0.194753,p
0.871335,0.345428,0.431071,0.517019,0.276343,p
0.733627,0.189925,0.340393,0.384115,0.306267,p
0.34447,0.477276,0.693656,0.254658,0.267238,p
0.333761,0.390221,0.64939,0.838321,0.320799,p
0.324622,0.480826,0.772082,0.556583,0.320799,p
0.726964,0.303244,0.341533,0.381411,0.303785,p
0.33615,0.431178,0.841267,0.199778,0.320799,p
0.72496,0.194571,0.405301,0.394758,0.29788,p
0.733619,0.484873,0.433721,0.447504,0.401703,p
0.345972,0.679164,0.267896,0.470952,0.278884,p
0.312492,0.329772,0.613735,0.577637,0.320799,p
0.657078,0.418649,0.333797,0.384925,0.305535,p
0.564872,0.432486,0.331018,0.383822,0.337306,p
0.327302,0.331722,0.562111,0.803106,0.169601,p
0.757317,0.19394,0.394504,0.37932,0.340405,p
0.851789,0.176617,0.335013,0.383841,0.305926,p
0.377902,0.541691,0.610927,0.461782,0.273853,p
0.848781,0.35438,0.416731,0.300161,0.472361,p
0.140056,0.401396,0.277059,0.323758,0.301781,p
0.32305,0.518587,0.49822,0.436968,0.320799,p
0.33785,0.502643,0.766957,0.186385,0.483163,p
0.31781,0.357899,0.71813,0.538487,0.320799,p
0.794727,0.337156,0.421523,0.3417,0.337348,p
0.332167,0.439175,0.754117,0.22683,0.320799,p
0.303173,0.272147,0.3867,0.418645,0.548508,p
0.363499,0.548692,0.619496,0.468364,0.251475,p
0.780748,0.334647,0.336799,0.399097,0.347064,p
0.615759,0.615068,0.512717,0.308327,0.358684,p
0.417819,0.70609,0.588092,0.45313,0.274911,p
0.758239,0.191218,0.400642,0.385842,0.285111,p
0.305238,0.29111,0.473541,0.473725,0.43013,p
0.471873,0.370131,0.332199,0.373889,0.320799,p
0.373597,0.543616,0.28502,0.323109,0.29552,p
0.393399,0.481504,0.293445,0.322742,0.302887,p
0.318178,0.371005,0.44175,0.511333,0.087528,p
0.276112,0.414446,0.640815,0.215306,0.243986,p
0.331978,0.352856,0.629615,0.783838,0.153133,p
0.53328,0.616541,0.268306,0.49866,0.565721,p
0.501969,0.425697,0.314991,0.340216,0.305832,p
0.316919,0.294266,0.474973,0.484099,0.6261,p
0.469267,0.654125,0.262384,0.417419,0.429391,p
0.726909,0.316084,0.401061,0.392032,0.308388,p
0.333853,0.661401,0.2545,0.489448,0.320799,p
0.57211,0.574569,0.30059,0.32788,0.356143,p
0.430842,0.762429,0.234136,0.492137,0.392599,p
0.380803,0.720465,0.258854,0.436997,0.281851,p
0.644004,0.447638,0.464008,0.438267,0.2871,p
0.868464,0.183608,0.342613,0.376291,0.307868,p
0.527566,0.477329,0.302401,0.329881,0.33907,p
0.408936,0.635736,0.556195,0.43029,0.280635,p
0.32499,0.363006,0.53572,0.64458,0.176424,p
0.361632,0.398328,0.801355,0.232399,0.244258,p
0.668547,0.40562,0.330217,0.38928,0.347241,p
0.388087,0.744997,0.277861,0.310067,0.368219,p
0.324036,0.472388,0.735022,0.205615,0.215574,p
0.3995,0.559509,0.623733,0.607685,0.569001,p
0.383733,0.773756,0.230788,0.292971,0.274338,p
0.487228,0.620525,0.525487,0.506197,0.211887,p
0.364795,0.607417,0.729199,0.519206,0.236636,p
0.355643,0.342024,0.738379,0.57574,0.222602,p
0.579942,0.455674,0.315208,0.405065,0.361437,p
0.371182,0.59144,0.537685,0.431805,0.320799,p
0.380619,0.635992,0.248846,0.308445,0.320799,p
0.805144,0.335212,0.33761,0.378282,0.30838,p
0.499954,0.628052,0.292003,0.323055,0.293893,p
0.354606,0.331872,0.63338,0.521868,0.530086,p
0.338583,0.442928,0.307454,0.326625,0.298446,p
0.318862,0.305409,0.462665,0.845894,0.074158,p
0.807939,0.304616,0.34005,0.38349,0.346779,p
0.360253,0.48553,0.572374,0.45481,0.320799,p
0.340823,0.713741,0.282035,0.411209,0.361044,p
0.460891,0.368411,0.326606,0.338207,0.348532,p
0.39264,0.540312,0.579401,0.43449,0.320799,p
0.848586,0.324029,0.337702,0.340611,0.310941,p
0.404471,0.704929,0.266874,0.304379,0.285919,p
0.329714,0.483753,0.715476,0.235715,0.320799,p
0.375102,0.589084,0.793332,0.204084,0.320799,p
0.375329,0.319082,0.646421,0.835299,0.320799,p
0.342642,0.534403,0.563797,0.822575,0.180075,p
0.714631,0.445078,0.330573,0.3404,0.341364,p
0.491029,0.495208,0.315584,0.335206,0.342294,p
0.337082,0.435182,0.825984,0.222321,0.320799,p
0.574092,0.433937,0.451398,0.288649,0.639055,p
0.339734,0.517218,0.276401,0.409979,0.297471,p
0.837479,0.186199,0.384262,0.380511,0.299355,p
0.648282,0.564813,0.530072,0.30685,0.361893,p
0.511137,0.426183,0.808896,0.230746,0.268737,p
0.806131,0.290994,0.394464,0.342262,0.334752,p
0.798251,0.191758,0.341223,0.376212,0.336646,p
0.418282,0.762987,0.269104,0.3151,0.367001,p
0.457966,0.715844,0.279126,0.475139,0.52818,p
0.667764,0.473693,0.321521,0.340019,0.342445,p
0.359105,0.602593,0.280529,0.407413,0.288841,p
0.638459,0.582718,0.267671,0.321807,0.295601,p
0.302229,0.268636,0.402739,0.469105,0.659593,p
0.83175,0.330265,0.336293,0.39981,0.304459,p
0.316965,0.381152,0.811168,0.199159,0.18034,p
0.341457,0.469078,0.469445,0.312685,0.29114,p
0.893708,0.29885,0.338564,0.343331,0.308535,p
0.686023,0.197682,0.381311,0.374796,0.304156,p
0.32932,0.416185,0.754042,0.236022,0.320799,p
0.308405,0.310294,0.447913,0.526279,0.140566,p
0.315854,0.319226,0.259086,0.212739,0.517189,p
0.314845,0.294195,0.478798,0.83637,0.164508,p
0.589396,0.323306,0.821832,0.225764,0.266298,p
0.385121,0.434724,0.616089,0.289956,0.384017,p
0.374232,0.507863,0.280736,0.427982,0.296032,p
0.674555,0.560576,0.285923,0.534878,0.265088,p
0.92606,0.301598,0.331329,0.337562,0.306004,p
0.359873,0.625808,0.285925,0.422355,0.292385,p
0.399317,0.410803,0.796598,0.267659,0.453927,p
0.552749,0.427794,0.329931,0.341554,0.337975,p
0.325883,0.438177,0.818995,0.201119,0.22728,p
0.311664,0.299402,0.493548,0.299149,0.201493,p
0.55947,0.687922,0.271017,0.477503,0.398981,p
0.423146,0.513925,0.469435,0.41233,0.296152,p
0.342371,0.451268,0.932584,0.151244,0.22925,p
0.362317,0.588106,0.291725,0.318798,0.296726,p
0.514418,0.590068,0.27836,0.250788,0.625962,p
0.332554,0.657906,0.497458,0.761446,0.184761,p
0.554308,0.47726,0.316751,0.388913,0.30062,p
0.342666,0.378345,0.707342,0.556232,0.320799,p
0.548935,0.507686,0.682778,0.299353,0.287973,p
0.394932,0.659021,0.269163,0.415489,0.374294,p
0.883293,0.390015,0.3267,0.3904,0.408053,p
0.352943,0.536985,0.638508,0.244862,0.396858,p
0.808766,0.341238,0.389601,0.343619,0.312877,p
0.383058,0.741374,0.245458,0.62893,0.238848,p
0.481776,0.598548,0.253541,0.40406,0.382043,p
0.37131,0.63845,0.735713,0.518333,0.247604,p
0.430733,0.736426,0.578152,0.277231,0.320799,p
0.465777,0.616881,0.61706,0.547898,0.263746,p
0.799838,0.42731,0.436609,0.41727,0.397867,p
0.366472,0.372172,0.622257,0.761029,0.168874,p
0.442297,0.583502,0.276596,0.412856,0.286575,p
0.773315,0.411347,0.445673,0.507657,0.279402,p
0.340494,0.385557,0.744761,0.669837,0.208595,p
0.32007,0.377242,0.746196,0.1563,0.220856,p
0.318357,0.41308,0.854148,0.206208,0.320799,p
0.411959,0.439434,0.694578,0.513637,0.264749,p
0.38864,0.768811,0.608741,0.497197,0.261241,p
0.416431,0.633987,0.300036,0.323648,0.350756,p
0.336999,0.28825,0.484419,0.863476,0.122343,p
0.388756,0.619037,0.2699,0.437669,0.256112,p
0.612792,0.609323,0.301525,0.419938,0.505245,p
0.336196,0.470589,0.557285,0.28363,0.374837,p
0.510499,0.749833,0.270791,0.31809,0.287474,p
0.315158,0.301801,0.463964,0.775541,0.566939,p
0.458472,0.584234,0.285989,0.319416,0.293049,p
0.856503,0.285461,0.595697,0.308255,0.299903,p
0.307174,0.293119,0.432444,0.624446,0.650744,p
0.339008,0.469601,0.569034,0.283524,0.374984,p
0.382319,0.766924,0.560368,0.461623,0.320799,p
0.264318,0.071872,0.798322,0.164572,0.191988,p
0.920334,0.181182,0.394491,0.342475,0.309545,p
0.349776,0.754599,0.266221,0.305908,0.282909,p
0.370763,0.485064,0.773992,0.250199,0.414552,p
0.402685,0.776682,0.259447,0.30226,0.289457,p
0.314591,0.375379,0.620258,0.742775,0.320799,p
0.404798,0.548662,0.290047,0.325219,0.320799,p
0.348608,0.684181,0.265065,0.482073,0.275096,p
0.348741,0.369237,0.553128,0.051584,0.320799,p
0.63081,0.526569,0.296814,0.334085,0.346246,p
0.273957,0.4203,0.75074,0.217401,0.223238,p
0.344637,0.409811,0.843911,0.200713,0.415471,p
0.429122,0.603656,0.298783,0.411877,0.360919,p
0.328196,0.328805,0.518739,0.761167,0.187506,p
0.934037,0.179713,0.337385,0.339967,0.305504,p
0.397443,0.851605,0.225647,0.425277,0.282999,p
0.473857,0.714465,0.27929,0.427141,0.475357,p
0.404471,0.844169,0.25537,0.436848,0.38891,p
0.771628,0.396046,0.422682,0.398955,0.27666,p
0.745862,0.412104,0.475224,0.543087,0.399553,p
0.477891,0.583649,0.478103,0.690347,0.232041,p
0.313386,0.284913,0.487861,0.704185,0.554115,p
0.261784,0.581554,0.516694,0.4697,0.268853,p
0.338671,0.377188,0.857626,0.239236,0.241058,p
0.333072,0.403161,0.796116,0.590929,0.232545,p
0.464274,0.423473,0.424017,0.398838,0.295184,p
0.449942,0.511388,0.418625,0.386133,0.337641,p
0.7885,0.292497,0.4175,0.3923,0.301744,p
0.819816,0.33501,0.407468,0.432684,0.298696,p
0.491379,0.554916,0.31106,0.333341,0.343538,p
0.330309,0.348184,0.571511,0.856596,0.095035,m
0.556834,0.500673,0.28014,0.447457,0.176403,m
0.319636,0.35148,0.625559,0.566099,0.320799,m
0.342285,0.325904,0.501655,0.786248,0.320799,m
0.35288,0.373064,0.506309,0.629958,0.656577,m
0.336255,0.341934,0.697398,0.206586,0.855749,m
0.376644,0.562282,0.665958,0.728528,0.201853,m
0.348387,0.333732,0.509452,0.64635,0.320799,m
0.361045,0.342995,0.666514,0.809229,0.320799,m
0.327378,0.361253,0.539638,0.435877,0.630577,m
0.330893,0.3648,0.562192,0.638911,0.320799,m
0.378094,0.665457,0.222042,0.29574,0.283841,m
0.437204,0.460947,0.656018,0.266069,0.285814,m
0.434801,0.6106,0.563423,0.649404,0.211817,m
0.305638,0.295558,0.563367,0.780118,0.113067,m
0.259142,0.382288,0.695643,0.181896,0.201562,m
0.335903,0.365347,0.586824,0.590355,0.176118,m
0.344847,0.354754,0.504026,0.637188,0.136692,m
0.369503,0.401761,0.772399,0.576161,0.648019,m
0.314293,0.350914,0.443645,0.18749,0.320799,m
0.334414,0.306461,0.31373,0.600682,0.713231,m
0.328412,0.286735,0.488348,0.766425,0.64966,m
0.31944,0.290189,0.469345,0.735937,0.098751,m
0.328024,0.30475,0.493232,0.705823,0.783969,m
0.275242,0.359496,0.603974,0.652164,0.173022,m
0.343541,0.411077,0.74889,0.61024,0.685414,m
0.520411,0.626658,0.580275,0.512761,0.273969,m
0.369379,0.385949,0.656008,0.585635,0.622303,m
0.410424,0.043062,0.667217,0.160635,0.234044,m
0.390555,0.68088,0.524463,0.586465,0.218208,m
0.480447,0.445096,0.592676,0.456724,0.380428,m
0.532722,0.593989,0.636174,0.489722,0.28092,m
0.31103,0.34394,0.413171,0.461666,0.556527,m
0.457923,0.636088,0.601268,0.442553,0.276837,m
0.37959,0.48421,0.671817,0.272942,0.261054,m
0.303346,0.28116,0.499456,0.302384,0.2522,m
0.269177,0.335619,0.137744,0.207161,0.184916,m
0.305481,0.294398,0.523889,0.785131,0.167022,m
0.48852,0.338386,0.70233,0.503081,0.256029,m
0.318523,0.322663,0.486791,0.661118,0.533312,m
0.308809,0.310298,0.512666,0.926107,0.320799,m
0.332899,0.327765,0.486788,0.657372,0.320799,m
0.386499,0.597421,0.542979,0.495516,0.219753,m
0.444526,0.45864,0.706581,0.60798,0.529033,m
0.329197,0.385923,0.871696,0.602402,0.615737,m
0.318384,0.326618,0.550374,0.768946,0.165194,m
0.340377,0.326189,0.437022,0.653707,0.510815,m
0.328468,0.385196,0.495175,0.840575,0.124351,m
0.334503,0.326122,0.500908,0.659854,0.153841,m
0.326676,0.356286,0.691452,0.590239,0.190839,m
0.446017,0.570911,0.651654,0.66358,0.249621,m
0.31386,0.359523,0.611855,0.65185,0.196977,m
0.252358,0.359882,0.535279,0.68741,0.320799,m
0.451166,0.571323,0.783665,0.257162,0.273464,m
0.312906,0.356239,0.496623,0.718523,0.101565,m
0.320377,0.298127,0.41644,0.468031,0.320799,m
0.311062,0.367921,0.427987,0.61516,0.562759,m
0.346133,0.320676,0.651998,0.698262,0.754106,m
0.488485,0.648672,0.654541,0.290643,0.278936,m
0.530927,0.371136,0.872282,0.234723,0.256712,m
0.394539,0.429086,0.659959,0.209598,0.746696,m
0.322345,0.367311,0.541926,0.546192,0.259156,m
0.38539,0.352143,0.714773,0.623137,0.705691,m
0.397633,0.343092,0.643962,0.481182,0.223706,m
0.351613,0.447007,0.68819,0.650466,0.320799,m
0.377703,0.374039,0.77295,0.194475,0.45106,m
0.310413,0.322698,0.429902,0.543197,0.320799,m
0.324182,0.322939,0.510141,0.761013,0.320799,m
0.347834,0.413724,0.818939,0.609635,0.613269,m
0.643763,0.624588,0.272922,0.328735,0.300139,m
0.340877,0.35554,0.549209,0.62018,0.320799,m
0.37165,0.367685,0.467953,0.617854,0.569985,m
0.335817,0.388852,0.540367,0.883576,0.320799,m
0.347328,0.428761,0.761963,0.16273,0.320799,m
0.329946,0.360988,0.516235,0.744039,0.531496,m
0.377123,0.310064,0.698013,0.601871,0.22803,m
0.392957,0.456321,0.71126,0.694157,0.220924,m
0.37461,0.405101,0.700466,0.124555,0.114785,m
0.355096,0.302576,0.685855,0.681585,0.488376,m
0.374455,0.424228,0.628894,0.516918,0.226855,m
0.332381,0.302485,0.469141,0.748986,0.745145,m
0.365472,0.491639,0.701908,0.620806,0.194734,m
0.311575,0.323336,0.535294,0.713907,0.101224,m
0.527506,0.520249,0.748337,0.27541,0.282641,m
0.421598,0.436057,0.521821,0.56211,0.525894,m
0.456476,0.329917,0.624026,0.694885,0.69444,m
0.369695,0.336004,0.770774,0.559421,0.487214,m
0.3317,0.38027,0.565928,0.817671,0.136342,m
0.342453,0.358039,0.573889,0.55134,0.320799,m
0.313847,0.331067,0.547565,0.358756,0.320799,m
0.437251,0.421878,0.628422,0.103646,0.696341,m
0.320372,0.337662,0.664162,0.561354,0.205305,m
0.31103,0.34394,0.413171,0.461666,0.556527,m
0.425848,0.638334,0.653016,0.505252,0.529458,m
0.3181,0.342144,0.495462,0.556275,0.180396,m
0.349272,0.368319,0.516715,0.680364,0.320799,m
0.449429,0.603133,0.534981,0.306609,0.294282,m
0.385937,0.319129,0.510437,0.73419,0.164514,m
0.340824,0.571027,0.522858,0.721032,0.320799,m
0.398829,0.364655,0.799897,0.234808,0.26322,m
0.319614,0.31398,0.469062,0.540466,0.215032,m
0.314679,0.359576,0.421066,0.476694,0.320799,m
0.46728,0.63757,0.642862,0.528394,0.269146,m
0.409351,0.47529,0.739444,0.535284,0.548779,m
0.532496,0.575872,0.542476,0.498246,0.587968,m
0.313358,0.34028,0.535411,0.866424,0.129662,m
0.285274,0.266047,0.325936,0.280602,0.198803,m
0.314869,0.337465,0.441361,0.495333,0.649338,m
0.363249,0.364628,0.748271,0.572587,0.629023,m
0.382287,0.405271,0.609074,0.602017,0.766274,m
0.370231,0.359012,0.741774,0.637325,0.711649,m
0.32636,0.31216,0.515857,0.520543,0.50079,m
0.309833,0.370875,0.197073,0.762946,0.170371,m
0.327228,0.352573,0.476358,0.85454,0.061148,m
0.369063,0.468461,0.696434,0.533289,0.49758,m
0.344622,0.326984,0.472682,0.651594,0.320799,m
0.251706,0.355385,0.533837,0.651857,0.591618,m
0.360156,0.479672,0.64058,0.740719,0.200632,m
0.377934,0.647559,0.572399,0.529204,0.248153,m
0.322353,0.304782,0.752731,0.576431,0.069674,m
0.316772,0.334685,0.465911,0.213898,0.320799,m
0.333175,0.35928,0.616562,0.524982,0.649972,m
0.354781,0.40516,0.645033,0.593432,0.229949,m
0.398273,0.784552,0.214199,0.551639,0.223709,m
0.337001,0.301431,0.516228,0.578066,0.517279,m
0.393345,0.547493,0.682928,0.68358,0.236485,m
0.394423,0.403139,0.665759,0.64967,0.680765,m
0.350897,0.464898,0.667727,0.517748,0.206656,m
0.279181,0.17493,0.489136,0.223373,0.320799,m
0.308152,0.321884,0.487518,0.641965,0.201305,m
0.316123,0.351819,0.596487,0.710861,0.320799,m
0.342507,0.418227,0.746762,0.160467,0.681004,m
0.336678,0.363601,0.705384,0.575047,0.432684,m
0.395358,0.319615,0.661821,0.506779,0.496828,m
0.335028,0.324059,0.520244,0.616259,0.579799,m
0.363519,0.416015,0.496041,0.581596,0.237861,m
0.315815,0.313556,0.537461,0.642074,0.645965,m
0.377177,0.359236,0.1467,0.131978,0.124802,m
0.408578,0.337078,0.49231,0.840364,0.182749,m
0.313915,0.310978,0.510869,0.818948,0.112685,m
0.34534,0.442996,0.69731,0.67325,0.320799,m
0.313126,0.327587,0.509958,0.575152,0.673298,m
0.546715,0.567568,0.679102,0.297198,0.290123,m
0.337844,0.425718,0.796881,0.206335,0.180934,m
0.322421,0.357764,0.468391,0.43883,0.545723,m
0.566786,0.426256,0.609229,0.52415,0.479691,m
0.354071,0.422383,0.811954,0.228288,0.159903,m
0.284121,0.306314,0.546683,0.277783,0.231717,m
0.361633,0.466563,0.653063,0.786052,0.320799,m
0.427275,0.451736,0.520913,0.44574,0.524656,m
0.191221,0,0.25357,0.211854,0.320799,m
0.363461,0.610288,0.617797,0.548416,0.575524,m
0.327502,0.38904,0.544023,0.587491,0.201963,m
0.345244,0.408849,0.51692,0.783368,0.653382,m
0.333322,0.35065,0.567089,0.661066,0.170851,m
0.311212,0.341655,0.607765,0.572894,0.320799,m
0.396681,0.665498,0.554281,0.648987,0.230681,m
0.413931,0.38393,0.680462,0.56649,0.694405,m
0.324193,0.360796,0.65467,0.655479,0.186632,m
0.376571,0.428421,0.469342,0.225558,0.611573,m
0.339485,0.344987,0.523304,0.876763,0.0549,m
0.319083,0.329082,0.584353,0.811489,0.108315,m
0.373981,0.369791,0.444192,0.713387,0.182629,m
0.336054,0.454933,0.510091,0.55471,0.320799,m
0.354729,0.460773,0.548351,0.787509,0.167189,m
0.540192,0.567414,0.678067,0.486463,0.279506,m
0.334626,0.393398,0.231682,0.865412,0.051577,m
0.341033,0.32953,0.507341,0.79604,0.125204,m
0.372944,0.441781,0.648302,0.710385,0.148896,m
0.349275,0.423736,0.769846,0.599874,0.581415,m
0.509124,0.648416,0.588694,0.285222,0.288681,m
0.327022,0.335069,0.64884,0.499756,0.649313,m
0.396415,0.421445,0.641128,0.227008,0.691437,m
0.310521,0.308819,0.486691,0.777143,0.121726,m
0.381549,0.312701,0.704301,0.598753,0.230835,m
0.398052,0.472798,0.82019,0.198479,0.257016,m
0.426038,0.415303,0.774404,0.210789,0.519713,m
0.368859,0.363678,0.449797,0.603939,0.569712,m
0.313575,0.262805,0.395716,0.259164,0.571757,m
0.400043,0.340074,0.644573,0.499457,0.447467,m
0.459343,0.517239,0.704562,0.591993,0.219439,m
0.475623,0.513492,0.695183,0.228087,0.270063,m
0.446485,0.337789,0.63979,0.676298,0.668611,m
0.323936,0.31249,0.473099,0.547387,0.221261,m
0.44977,0.480349,0.73368,0.601783,0.220846,m
0.435418,0.655151,0.613982,0.468523,0.282114,m
0.385683,0.524669,0.748301,0.683568,0.21317,m
0.449163,0.367995,0.750937,0.773376,0.194775,m
0.344242,0.381427,0.697336,0.220515,0.447358,m
0.334008,0.364711,0.169354,0.791605,0.320799,m
0.37959,0.484177,0.671817,0.272942,0.261005,m
0.322535,0.343144,0.688604,0.566891,0.214513,m
0.351903,0.395176,0.717971,0.629157,0.70709,m
0.345282,0.421944,0.531217,0.86814,0.153305,m
0.397111,0.618464,0.656741,0.647005,0.251836,m
0.355835,0.459199,0.540054,0.544563,0.431687,m
0.356278,0.728496,0.502488,0.676658,0.238607,m
0.32895,0.311471,0.51159,0.573448,0.320799,m
0.353876,0.581153,0.598805,0.47445,0.22943,m
0.337345,0.452638,0.762034,0.24614,0.254563,m
0.345655,0.382101,0.82517,0.538464,0.162724,m
0.372921,0.320072,0.807161,0.571813,0.467857,m
0.378981,0.360844,0.573544,0.664472,0.221668,m
0.312573,0.33673,0.600967,0.572535,0.20171,m
0.311611,0.354915,0.427084,0.490094,0.320799,m
0.379591,0.625568,0.491364,0.514069,0.53195,m
0.363229,0.293776,0.727702,0.604079,0.133628,m
0.316992,0.2844,0.477378,0.664942,0.790392,m
0.325572,0.381008,0.516009,0.653534,0.539778,m
0.333111,0.365527,0.50231,0.599373,0.320799,m
0.34866,0.357487,0.510408,0.792282,0.094037,m
0.366107,0.410674,0.522147,0.587679,0.231762,m
0.343537,0.37932,0.66696,1,0.11701,m
0.513815,0.649946,0.606531,0.279832,0.376033,m
0.430786,0.336495,0.770505,0.232762,0.412363,m
0.37882,0.390672,0.231644,0.213897,0.398875,m
0.318843,0.376354,0.488372,0.761977,0.113838,m
0.472934,0.430972,0.847786,0.245997,0.266379,m
0.313425,0.310347,0.427712,0.286596,0.54659,m
0.376268,0.424379,0.819304,0.610454,0.568741,m
0.500826,0.528543,0.260063,0.300769,0.276308,m
0.342213,0.325807,0.501528,0.785959,0.320799,m
0.419847,0.332633,0.768526,0.224627,0.418253,m
0.392201,0.389516,0.727565,0.206106,0.686445,m
0.362664,0.410728,0.59904,0.82323,0.320799,m
0.401219,0.407875,0.708994,0.63971,0.636445,m
0.388245,0.342003,0.662396,0.620005,0.47736,m
0.340619,0.518384,0.732535,0.620772,0.226209,m
0.396362,0.39133,0.782273,0.761921,0.191119,m
0.353372,0.327444,0.795071,0.538048,0.413518,m
0.327641,0.361074,0.540214,0.43668,0.637134,m
0.405262,0.678861,0.64712,0.555794,0.263752,m
0.313757,0.322366,0.527838,0.740614,0.320799,m
0.332189,0.37317,0.658704,0.17922,0.710163,m
0.319874,0.322222,0.594233,0.266516,0.406133,m
0.431051,0.302022,0.768048,0.236135,0.445788,m
0.338625,0.316497,0.755565,0.585789,0.471199,m
0.359567,0.333854,0.5109,0.708258,0.59559,m
0.477382,0.388622,0.871973,0.207162,0.227598,m
0.327387,0.306924,0.518642,0.812755,0.320799,m
0.450242,0.536536,0.485137,0.309498,0.293331,m
0.355658,0.387223,0.600824,0.619595,0.515696,m
0.328773,0.327905,0.448947,0.798127,0.136033,m
0.527721,0.374295,0.632827,0.242782,0.225885,m
0.421373,0.413084,0.631021,0.13227,0.751011,m
0.545778,0.463765,0.697527,0.252327,0.279116,m
0.309331,0.308605,0.488666,0.834391,0.096943,m
0.397874,0.447378,0.583562,0.63661,0.213215,m
0.414025,0.405885,0.698945,0.69472,0.040927,m
0.315466,0.327882,0.584116,0.721813,0.183197,m
0.317851,0.322129,0.583795,0.714081,0.320799,m
0.383813,0.399062,0.681434,0.263958,0.588298,m
0.346575,0.326909,0.614018,0.535064,0.320799,m
0.405617,0.417387,0.636048,0.194487,0.763027,m
0.317491,0.328316,0.48722,0.610731,0.457755,m
0.332931,0.352759,0.549211,0.830274,0.096087,m
0.393082,0.302921,0.737602,0.58951,0.320799,m
0.333582,0.370907,0.566597,0.836717,0.106739,m
0.346175,0.399749,0.669483,0.60073,0.161272,m
0.373525,0.319347,0.592606,0.791136,0.320799,m
0.311651,0.310015,0.537356,0.530644,0.320799,m
