@relation yeast-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute class {A,E,C,B,F,I,J,G,D,H}

@data
0.64,0.31,0.53,0.15,0.5,0,0.53,0.31,A
0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,A
0.27,0.43,0.5,0.13,0.5,0,0.54,0.31,A
0.4,0.62,0.52,0.31,0.5,0,0.49,0.31,A
0.39,0.47,0.49,0.2,0.5,0,0.53,0.26,A
0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,A
0.54,0.54,0.49,0.14,0.5,0,0.56,0.22,A
0.34,0.46,0.57,0.09,0.5,0,0.55,0.22,A
0.38,0.34,0.55,0.44,0.5,0,0.48,0.26,A
0.73,0.63,0.42,0.3,0.5,0,0.49,0.22,A
0.57,0.4,0.48,0.24,0.5,0,0.55,0.22,A
0.44,0.49,0.49,0.27,0.5,0,0.52,0.22,A
0.69,0.6,0.5,0.31,0.5,0,0.55,0.22,A
0.25,0.26,0.53,0.17,0.5,0,0.45,0.22,A
0.5,0.46,0.49,0.27,0.5,0,0.6,0.22,A
0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,A
0.62,0.6,0.47,0.16,0.5,0,0.53,0.22,A
0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,A
0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,A
0.49,0.42,0.54,0.17,0.5,0,0.5,0.36,A
0.52,0.54,0.5,0.21,0.5,0,0.48,0.3,A
0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,A
0.54,0.5,0.51,0.26,0.5,0,0.52,0.22,A
0.59,0.64,0.44,0.26,0.5,0,0.5,0.22,A
0.43,0.45,0.53,0.19,0.5,0,0.56,0.22,A
0.47,0.49,0.6,0.15,0.5,0,0.38,0.22,A
0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,A
0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,A
0.44,0.54,0.51,0.16,0.5,0,0.58,0.22,A
0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,A
0.38,0.49,0.61,0.13,0.5,0,0.54,0.22,A
0.39,0.45,0.53,0.18,0.5,0,0.54,0.22,A
0.35,0.5,0.44,0.27,0.5,0,0.51,0.22,A
0.64,0.59,0.56,0.23,0.5,0,0.46,0.22,A
0.47,0.39,0.5,0.11,0.5,0,0.49,0.4,A
0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,A
0.28,0.36,0.55,0.15,0.5,0,0.57,0.22,A
0.28,0.48,0.56,0.16,0.5,0,0.48,0.26,A
0.62,0.58,0.46,0.13,0.5,0,0.53,0.22,A
0.5,0.34,0.62,0.19,0.5,0,0.57,0.22,A
0.53,0.43,0.47,0.15,0.5,0,0.58,0.22,A
0.48,0.34,0.47,0.14,0.5,0,0.47,0.26,A
0.49,0.4,0.58,0.23,0.5,0,0.47,0.27,A
0.39,0.45,0.51,0.29,0.5,0,0.54,0.22,A
0.55,0.55,0.52,0.13,0.5,0,0.53,0.25,A
0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,A
0.48,0.46,0.58,0.16,0.5,0,0.45,0.22,A
0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,A
0.47,0.47,0.58,0.16,0.5,0,0.49,0.28,A
0.3,0.56,0.55,0.18,0.5,0,0.5,0.22,A
0.62,0.42,0.47,0.16,0.5,0,0.52,0.22,A
0.44,0.51,0.48,0.38,0.5,0,0.52,0.22,A
0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,A
0.38,0.47,0.53,0.12,0.5,0,0.48,0.22,A
0.29,0.32,0.58,0.15,0.5,0,0.5,0.3,A
0.49,0.38,0.56,0.09,0.5,0,0.46,0.22,A
0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,A
0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,A
0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,A
0.42,0.43,0.67,0.7,0.5,0,0.42,0.25,A
0.52,0.47,0.58,0.18,0.5,0,0.34,0.11,A
0.61,0.5,0.61,0.21,0.5,0,0.55,0.54,A
0.32,0.57,0.5,0.15,0.5,0,0.53,0.22,A
0.56,0.46,0.51,0.25,0.5,0,0.54,0.22,A
0.55,0.41,0.56,0.21,0.5,0,0.52,0.22,A
0.55,0.66,0.57,0.32,0.5,0,0.57,0.34,A
0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,A
0.59,0.45,0.53,0.19,0.5,0,0.59,0.27,A
0.25,0.48,0.45,0.32,0.5,0,0.4,0.22,A
0.39,0.39,0.65,0.16,0.5,0,0.45,0.22,A
0.36,0.46,0.62,0.46,0.5,0,0.51,0.33,A
0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,A
0.71,0.64,0.42,0.28,0.5,0,0.43,0.22,J
0.77,0.73,0.51,0.27,0.5,0,0.34,0.22,J
0.74,0.74,0.51,0.27,0.5,0,0.5,0.22,J
0.74,0.71,0.52,0.3,0.5,0,0.27,0.22,J
0.74,0.72,0.5,0.28,0.5,0,0.5,0.27,J
0.66,0.65,0.54,0.4,0.5,0,0.51,0.22,J
0.84,0.63,0.38,0.23,0.5,0,0.53,0.22,J
0.68,0.68,0.49,0.15,0.5,0,0.53,0.22,J
0.77,0.73,0.49,0.46,0.5,0,0.38,0.22,J
0.8,0.79,0.43,0.25,0.5,0,0.52,0.22,J
0.77,0.72,0.48,0.26,0.5,0,0.51,0.22,J
0.49,0.39,0.52,0.29,0.5,0,0.48,0.22,J
0.86,0.68,0.39,0.24,0.5,0,0.54,0.22,F
0.88,0.75,0.41,0.36,0.5,0,0.43,0.22,F
0.95,0.71,0.27,0.39,0.5,0,0.31,0.22,F
0.94,0.6,0.33,0.49,0.5,0,0.54,0.22,F
0.89,0.82,0.6,0.49,0.5,0,0.55,0.22,F
0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,F
0.34,0.38,0.45,0.19,0.5,0,0.51,0.22,F
0.8,0.69,0.53,0.33,0.5,0,0.51,0.22,F
0.46,0.47,0.44,0.18,1,0,0.46,0.22,F
0.72,0.56,0.4,0.26,0.5,0,0.51,0.26,F
0.81,0.76,0.32,0.37,0.5,0,0.51,0.22,F
0.74,0.75,0.58,0.47,0.5,0,0.4,0.35,F
0.63,0.71,0.44,0.53,0.5,0,0.52,0.22,F
0.73,0.55,0.41,0.16,0.5,0,0.46,0.22,F
0.39,0.71,0.38,0.14,0.5,0,0.5,0.22,F
0.83,0.58,0.33,0.04,0.5,0,0.53,0.22,F
0.81,0.55,0.35,0.34,0.5,0,0.51,0.22,F
0.78,0.7,0.32,0.23,0.5,0,0.53,0.22,G
0.76,0.76,0.35,0.27,0.5,0,0.44,0.22,G
0.78,0.71,0.35,0.25,0.5,0,0.49,0.22,G
0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,G
0.78,0.74,0.42,0.26,0.5,0,0.43,0.22,G
0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,G
0.84,0.87,0.45,0.54,0.5,0,0.28,0.22,G
0.89,0.81,0.36,0.71,0.5,0,0.55,0.63,G
0.7,0.73,0.38,0.36,0.5,0,0.54,0.22,G
0.8,0.83,0.43,0.24,0.5,0,0.54,0.22,G
0.8,0.82,0.4,0.31,0.5,0,0.57,0.25,G
0.69,0.66,0.36,0.09,0.5,0,0.56,0.22,G
0.77,0.7,0.44,0.29,0.5,0,0.56,0.22,G
0.77,0.86,0.44,0.27,0.5,0,0.48,0.22,G
0.74,0.73,0.32,0.2,0.5,0,0.55,0.22,G
0.5,0.51,0.57,0.27,0.5,0,0.48,0.22,H
0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,H
0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,H
0.46,0.48,0.44,0.21,0.5,0,0.55,0.22,H
0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22,H
0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27,H
0.63,0.55,0.53,0.51,0.5,0,0.55,0.22,I
0.74,0.57,0.51,0.28,0.5,0,0.58,0.22,I
0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,I
0.58,0.43,0.32,0.11,0.5,0,0.49,0.22,I
0.42,0.32,0.48,0.16,0.5,0,0.55,0.22,I
0.44,0.35,0.55,0.14,0.5,0,0.52,0.22,I
0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,I
0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,I
0.69,0.7,0.5,0.3,0.5,0,0.54,0.22,I
0.46,0.49,0.45,0.28,0.5,0,0.55,0.22,I
